Target,Samples,ROC_AUC_Mean,ROC_AUC_STD,PR_AvgPrecision,Age_Included
Has_Diabetes,11929,0.9250472030947648,0.006960671923395036,0.6509933009451181,True
Has_Hypertension,11922,0.8850671137401296,0.007206887195464184,0.6720354609198419,True
