Target,Samples,ROC_AUC_Mean,ROC_AUC_STD,PR_AvgPrecision,Age_Included
Has_Diabetes,11929,0.8958509334270055,0.009758066883232967,0.6345752659687386,False
Has_Hypertension,11922,0.8211851273989271,0.007438082843812515,0.5957104626974508,False
