Target,Race_Label,Feature,Importance,Importance_Normalized,Rank
Has_Diabetes,Other/Multi-racial,DR1TTFAT,0.017041024,0.017041026,17
Has_Diabetes,Other/Multi-racial,DR1TSFAT,0.02824033,0.028240332,12
Has_Diabetes,Other/Multi-racial,DR1TSUGR,0.018336788,0.01833679,15
Has_Diabetes,Other/Multi-racial,DR1TFIBE,0.01708522,0.017085223,16
Has_Diabetes,Other/Multi-racial,DR1TPROT,0.054830424,0.05483043,4
Has_Diabetes,Other/Multi-racial,SMQ020,0.0414748,0.041474804,7
Has_Diabetes,Other/Multi-racial,SMQ040,0.0057564005,0.005756401,20
Has_Diabetes,Other/Multi-racial,ALQ121,0.03508755,0.035087552,9
Has_Diabetes,Other/Multi-racial,ALQ130,0.1561919,0.15619192,2
Has_Diabetes,Other/Multi-racial,LBXGH,0.2981695,0.29816952,1
Has_Diabetes,Other/Multi-racial,LBXTC,0.028837675,0.028837677,11
Has_Diabetes,Other/Multi-racial,LBDHDD,0.04492781,0.044927813,5
