Race,Target,Feature,LR_Mean_Rank,LR_Std_Rank,RF_Mean_Rank,RF_Std_Rank,Rank_Diff,LR_Top_3_Freq,RF_Top_3_Freq
Other Hispanic,Has_Hypertension,Gender,14.0,2.32379000772445,20.0,0.0,6.0,0.0,0.0
Other Hispanic,Has_Hypertension,Carbs,8.5,3.138470965295043,13.8,2.2271057451320084,5.300000000000001,0.0,0.0
Other Hispanic,Has_Hypertension,Fiber,18.3,3.8483762809787714,15.0,2.449489742783178,3.3000000000000007,0.0,0.0
Other Hispanic,Has_Hypertension,Smoke_Freq,18.6,3.411744421846396,21.7,0.45825756949558394,3.099999999999998,0.0,0.0
Other Hispanic,Has_Hypertension,Ever_Smoked,4.6,1.42828568570857,7.3,1.004987562112089,2.7,0.1,0.0
Other Hispanic,Has_Hypertension,Sat_Fat,12.7,4.220189569201838,14.9,2.7,2.200000000000001,0.0,0.0
Other Hispanic,Has_Hypertension,HbA1c,4.0,1.3416407864998738,2.3,0.6403124237432849,1.7000000000000002,0.3,1.0
Other Hispanic,Has_Hypertension,Fat,15.5,4.006245124802026,17.0,1.6733200530681511,1.5,0.0,0.0
Other Hispanic,Has_Hypertension,BMI,2.8,0.6,4.2,0.39999999999999997,1.4000000000000004,0.9,0.0
Other Hispanic,Has_Hypertension,Alc_Freq,9.7,1.9519221295943134,10.6,0.4898979485566356,0.9000000000000004,0.0,0.0
Other Hispanic,Has_Hypertension,Sodium,14.7,3.661966684720111,15.6,1.8547236990991407,0.9000000000000004,0.0,0.0
Other Hispanic,Has_Hypertension,Sys_BP,1.2,0.4,2.0,0.7745966692414834,0.8,1.0,1.0
Other Hispanic,Has_Hypertension,Sugar,15.7,4.001249804748512,16.3,2.0024984394500787,0.6000000000000014,0.0,0.0
Other Hispanic,Has_Hypertension,Race,23.0,0.0,23.0,0.0,0.0,0.0,0.0
Other/Multi-racial,Has_Diabetes,BMI,18.6,3.32264954516723,3.4,0.66332495807108,15.200000000000001,0.0,0.5
Other/Multi-racial,Has_Diabetes,Income_Ratio,18.4,2.1540659228538015,3.4,0.66332495807108,14.999999999999998,0.0,0.5
Other/Multi-racial,Has_Diabetes,Gender,4.8,1.5999999999999999,18.3,1.9000000000000001,13.5,0.3,0.0
Other/Multi-racial,Has_Diabetes,Fat,6.3,4.62709412050371,17.6,1.42828568570857,11.3,0.3,0.0
Other/Multi-racial,Has_Diabetes,Vig_Activity,16.2,7.19444229944198,5.7,0.7810249675906654,10.5,0.2,0.0
Other/Multi-racial,Has_Diabetes,Smoke_Freq,11.8,3.1559467676119,20.5,1.5,8.7,0.0,0.0
Other/Multi-racial,Has_Diabetes,Protein,11.1,5.6471231613982,18.0,2.04939015319192,6.9,0.1,0.0
Other/Multi-racial,Has_Diabetes,Sys_BP,11.9,4.548626166217664,6.0,0.7745966692414834,5.9,0.0,0.0
Other/Multi-racial,Has_Diabetes,Sat_Fat,11.1,5.430469592954186,16.6,2.33238075793812,5.500000000000002,0.1,0.0
Other/Multi-racial,Has_Diabetes,Sugar,15.8,4.621688003316537,10.5,1.2041594578792296,5.300000000000001,0.0,0.0
Other/Multi-racial,Has_Diabetes,Dia_BP,16.3,3.8483762809787714,11.1,1.374772708486752,5.200000000000001,0.0,0.0
Other/Multi-racial,Has_Diabetes,Alc_Amt,17.3,3.287856444554719,22.0,0.0,4.699999999999999,0.0,0.0
Other/Multi-racial,Has_Diabetes,Ever_Smoked,6.1,5.974110812497539,10.6,3.0724582991474434,4.5,0.5,0.0
Other/Multi-racial,Has_Diabetes,Calories,12.4,6.019966777316965,15.6,2.90516780926679,3.1999999999999993,0.0,0.0
Other/Multi-racial,Has_Diabetes,Fiber,14.1,3.645545226711637,17.0,1.6733200530681511,2.9000000000000004,0.0,0.0
Other/Multi-racial,Has_Diabetes,Sodium,10.6,3.8522720568516444,13.4,2.2891046284519194,2.8000000000000007,0.0,0.0
Other/Multi-racial,Has_Diabetes,Mod_Activity,4.9,3.3000000000000003,2.2,0.39999999999999997,2.7,0.5,1.0
Other/Multi-racial,Has_Diabetes,Alc_Freq,13.7,3.689173349139344,11.4,2.764054992217051,2.299999999999999,0.0,0.0
Other/Multi-racial,Has_Diabetes,HDL,8.8,1.9899748742132397,6.7,0.9,2.1000000000000005,0.0,0.0
Other/Multi-racial,Has_Diabetes,Carbs,12.0,6.308724118235001,13.0,2.756809750418044,1.0,0.0,0.0
Other/Multi-racial,Has_Diabetes,Cholesterol,9.8,3.515679166249389,9.0,1.1832159566199232,0.8000000000000007,0.0,0.0
Other/Multi-racial,Has_Diabetes,HbA1c,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Other/Multi-racial,Has_Diabetes,Race,23.0,0.0,23.0,0.0,0.0,0.0,0.0
Other/Multi-racial,Has_Hypertension,Income_Ratio,18.1,2.7730849247724096,3.8,1.2489995996796797,14.3,0.0,0.5
Other/Multi-racial,Has_Hypertension,Mod_Activity,15.1,2.3430749027719964,1.0,0.0,14.1,0.0,1.0
Other/Multi-racial,Has_Hypertension,Vig_Activity,19.2,1.7776388834631176,5.4,1.019803902718557,13.799999999999999,0.0,0.0
Other/Multi-racial,Has_Hypertension,Dia_BP,20.6,1.42828568570857,6.9,0.3,13.700000000000001,0.0,0.0
Other/Multi-racial,Has_Hypertension,Calories,6.2,2.7129319932501073,18.2,2.181742422927143,12.0,0.2,0.0
Other/Multi-racial,Has_Hypertension,Fat,5.1,2.022374841615669,15.9,2.8442925306655784,10.8,0.2,0.0
Other/Multi-racial,Has_Hypertension,Alc_Amt,11.0,2.6457513110645907,21.7,0.6403124237432849,10.7,0.0,0.0
Other/Multi-racial,Has_Hypertension,Carbs,4.8,1.7776388834631178,15.3,2.9,10.5,0.2,0.0
Other/Multi-racial,Has_Hypertension,HDL,18.5,2.0615528128088303,9.2,1.0770329614269007,9.3,0.0,0.0
Other/Multi-racial,Has_Hypertension,Cholesterol,16.6,2.5377155080899043,9.9,1.1357816691600546,6.700000000000001,0.0,0.0
Other/Multi-racial,Has_Hypertension,Fiber,9.8,2.6,15.9,2.211334438749598,6.1,0.0,0.0
Other/Multi-racial,Has_Hypertension,Sat_Fat,10.1,3.8587562763149474,16.2,2.5612496949731396,6.1,0.0,0.0
Other/Multi-racial,Has_Hypertension,Protein,10.8,1.5362291495737217,16.2,1.8867962264113207,5.399999999999999,0.0,0.0
Other/Multi-racial,Has_Hypertension,Sugar,18.3,2.8301943396169813,13.1,1.445683229480096,5.200000000000001,0.0,0.0
Other/Multi-racial,Has_Hypertension,Gender,15.4,2.4166091947189146,20.1,0.7,4.700000000000001,0.0,0.0
Other/Multi-racial,Has_Hypertension,Smoke_Freq,14.9,4.346262762420146,19.3,2.147091055358389,4.4,0.0,0.0
Other/Multi-racial,Has_Hypertension,Ever_Smoked,6.6,2.3748684174075834,9.5,1.6278820596099706,2.9000000000000004,0.0,0.0
Other/Multi-racial,Has_Hypertension,Sys_BP,1.4,0.66332495807108,4.0,1.4142135623730951,2.6,1.0,0.4
Other/Multi-racial,Has_Hypertension,BMI,2.2,0.6,3.8,1.32664991614216,1.5999999999999996,1.0,0.4
Other/Multi-racial,Has_Hypertension,HbA1c,4.1,1.445683229480096,3.1,1.1357816691600549,0.9999999999999996,0.4,0.7
Other/Multi-racial,Has_Hypertension,Sodium,14.2,4.6,14.9,1.8681541692269403,0.7000000000000011,0.0,0.0
Other/Multi-racial,Has_Hypertension,Alc_Freq,10.0,2.32379000772445,9.6,0.8,0.40000000000000036,0.0,0.0
Other/Multi-racial,Has_Hypertension,Race,23.0,0.0,23.0,0.0,0.0,0.0,0.0
