Target,Race_Label,Samples,ROC_AUC_Mean,ROC_AUC_STD,PR_AvgPrecision
Has_Diabetes,Mexican American,1116,0.8561275554503117,0.04759414878846601,0.4377275361623694
Has_Diabetes,Non-Hispanic Asian,681,0.8458280214973127,0.04884296649217271,0.43816125954395546
Has_Diabetes,Non-Hispanic Black,1597,0.8573455964903085,0.026047635171408644,0.5069197069320129
Has_Diabetes,Non-Hispanic White,6214,0.8858924062199176,0.011194696049459994,0.6029350845668249
Has_Diabetes,Other Hispanic,1373,0.9101796403069573,0.03172811950723092,0.5535586981397953
Has_Diabetes,Other/Multi-racial,948,0.8762425900592795,0.041896427957009034,0.637186842406093
