Target,Samples,ROC_AUC_Mean,ROC_AUC_STD,PR_AvgPrecision,Age_Included
Has_Diabetes,11929,0.9321410604641691,0.003629364858841763,0.6702542698023513,True
Has_Hypertension,11922,0.8831171181118762,0.005759643717000842,0.6543778612894957,True
