Target,Race_Label,Samples,ROC_AUC_CV_Mean,ROC_AUC_CV_STD,ROC_AUC_Plot,PR_AUC_Plot
Has_Hypertension,Mexican American,1117,0.7901500122709424,0.0362460612029608,0.7873661180773249,0.3823024495549839
Has_Hypertension,Non-Hispanic Asian,680,0.7422042619290325,0.05743192241598453,0.7434635910257963,0.3804571028607816
Has_Hypertension,Non-Hispanic Black,1596,0.7912189155662066,0.006052991001357912,0.7909806908676444,0.5549393115830092
Has_Hypertension,Non-Hispanic White,6210,0.7689082800701946,0.01652566516155899,0.768644631558611,0.5359173567564712
Has_Hypertension,Other Hispanic,1373,0.8163689344599444,0.02896741302031887,0.8123526974618118,0.5251313728579553
Has_Hypertension,Other/Multi-racial,946,0.7924097144786547,0.03979088771585332,0.7936717619676668,0.43857030770520733
