Race,Target,Feature,Readable_Feature,Coefficient,Abs_Coefficient,ROC_AUC,PR_AUC,N_Samples,Rank
Non-Hispanic Black,Has_Diabetes,DR1TCARB,Carbs,0.06541928123147762,0.06541928123147762,0.8737553342816501,0.610060609451104,1597,18.0
Non-Hispanic Black,Has_Diabetes,DR1TTFAT,Fat,-0.047160162374527054,0.047160162374527054,0.8737553342816501,0.610060609451104,1597,20.0
Non-Hispanic Black,Has_Diabetes,DR1TSFAT,Sat_Fat,-0.1845411271558552,0.1845411271558552,0.8737553342816501,0.610060609451104,1597,11.0
Non-Hispanic Black,Has_Diabetes,DR1TSUGR,Sugar,-0.48924357756493025,0.48924357756493025,0.8737553342816501,0.610060609451104,1597,4.0
Non-Hispanic Black,Has_Diabetes,DR1TFIBE,Fiber,0.008780980039884775,0.008780980039884775,0.8737553342816501,0.610060609451104,1597,21.0
Non-Hispanic Black,Has_Diabetes,DR1TPROT,Protein,0.1974630722951733,0.1974630722951733,0.8737553342816501,0.610060609451104,1597,9.0
Non-Hispanic Black,Has_Diabetes,SMQ020,Ever_Smoked,-0.6089603394276049,0.6089603394276049,0.8737553342816501,0.610060609451104,1597,2.0
Non-Hispanic Black,Has_Diabetes,SMQ040,Smoke_Freq,0.12271028270722391,0.12271028270722391,0.8737553342816501,0.610060609451104,1597,14.0
Non-Hispanic Black,Has_Diabetes,ALQ121,Alc_Freq,-0.1800108671137799,0.1800108671137799,0.8737553342816501,0.610060609451104,1597,12.0
Non-Hispanic Black,Has_Diabetes,ALQ130,Alc_Amt,-0.06617494160243073,0.06617494160243073,0.8737553342816501,0.610060609451104,1597,17.0
Non-Hispanic Black,Has_Diabetes,LBXGH,HbA1c,1.7572046483206385,1.7572046483206385,0.8737553342816501,0.610060609451104,1597,1.0
Non-Hispanic Black,Has_Diabetes,LBXTC,Cholesterol,-0.0012818353264546231,0.0012818353264546231,0.8737553342816501,0.610060609451104,1597,22.0
