Race,Target,Feature,Readable_Feature,Coefficient,Abs_Coefficient,ROC_AUC,PR_AUC,N_Samples,Rank
Non-Hispanic Black,Has_Hypertension,DR1TFIBE,Fiber,0.11841983060746304,0.11841983060746304,0.8206818909838569,0.6531249905804966,1596,14.0
Non-Hispanic Black,Has_Hypertension,DR1TPROT,Protein,0.04190356733964031,0.04190356733964031,0.8206818909838569,0.6531249905804966,1596,19.0
Non-Hispanic Black,Has_Hypertension,SMQ020,Ever_Smoked,-0.5609708609099834,0.5609708609099834,0.8206818909838569,0.6531249905804966,1596,3.0
Non-Hispanic Black,Has_Hypertension,SMQ040,Smoke_Freq,0.09395892368085053,0.09395892368085053,0.8206818909838569,0.6531249905804966,1596,15.0
Non-Hispanic Black,Has_Hypertension,ALQ121,Alc_Freq,-0.043741523151193715,0.043741523151193715,0.8206818909838569,0.6531249905804966,1596,18.0
Non-Hispanic Black,Has_Hypertension,ALQ130,Alc_Amt,-0.07594223976627398,0.07594223976627398,0.8206818909838569,0.6531249905804966,1596,16.0
Non-Hispanic Black,Has_Hypertension,LBXGH,HbA1c,0.3859388342762643,0.3859388342762643,0.8206818909838569,0.6531249905804966,1596,5.0
Non-Hispanic Black,Has_Hypertension,LBXTC,Cholesterol,-0.07435650788177921,0.07435650788177921,0.8206818909838569,0.6531249905804966,1596,17.0
Non-Hispanic Black,Has_Hypertension,LBDHDD,HDL,0.1632232825338509,0.1632232825338509,0.8206818909838569,0.6531249905804966,1596,11.0
Non-Hispanic Black,Has_Hypertension,BPXOSY1,Sys_BP,0.9482979244765565,0.9482979244765565,0.8206818909838569,0.6531249905804966,1596,1.0
Non-Hispanic Black,Has_Hypertension,BPXODI1,Dia_BP,-0.21506898721318285,0.21506898721318285,0.8206818909838569,0.6531249905804966,1596,10.0
Non-Hispanic White,Has_Hypertension,RIAGENDR,Gender,0.012586526222968599,0.012586526222968599,0.7969956047848276,0.5987484098024841,6210,21.0
Non-Hispanic White,Has_Hypertension,INDFMPIR,Income_Ratio,0.013708637018539636,0.013708637018539636,0.7969956047848276,0.5987484098024841,6210,20.0
Non-Hispanic White,Has_Hypertension,BMXBMI,BMI,0.6539173486456009,0.6539173486456009,0.7969956047848276,0.5987484098024841,6210,2.0
Non-Hispanic White,Has_Hypertension,PAD680,Mod_Activity,0.11054333401672907,0.11054333401672907,0.7969956047848276,0.5987484098024841,6210,11.0
Non-Hispanic White,Has_Hypertension,PAD800,Vig_Activity,-0.032097038217920475,0.032097038217920475,0.7969956047848276,0.5987484098024841,6210,18.0
Non-Hispanic White,Has_Hypertension,DR1TKCAL,Calories,0.46333971755158776,0.46333971755158776,0.7969956047848276,0.5987484098024841,6210,3.0
Non-Hispanic White,Has_Hypertension,DR1TSODI,Sodium,-0.03318196641776405,0.03318196641776405,0.7969956047848276,0.5987484098024841,6210,17.0
Non-Hispanic White,Has_Hypertension,DR1TCARB,Carbs,-0.39872732840415964,0.39872732840415964,0.7969956047848276,0.5987484098024841,6210,6.0
Non-Hispanic White,Has_Hypertension,DR1TTFAT,Fat,-0.1313876570702704,0.1313876570702704,0.7969956047848276,0.5987484098024841,6210,10.0
Non-Hispanic White,Has_Hypertension,DR1TSFAT,Sat_Fat,0.02004215015490573,0.02004215015490573,0.7969956047848276,0.5987484098024841,6210,19.0
Non-Hispanic White,Has_Hypertension,DR1TSUGR,Sugar,0.09847419557627106,0.09847419557627106,0.7969956047848276,0.5987484098024841,6210,12.0
Non-Hispanic White,Has_Hypertension,DR1TFIBE,Fiber,-0.045156551509983364,0.045156551509983364,0.7969956047848276,0.5987484098024841,6210,15.0
Non-Hispanic White,Has_Hypertension,DR1TPROT,Protein,-0.15507471327765,0.15507471327765,0.7969956047848276,0.5987484098024841,6210,9.0
Non-Hispanic White,Has_Hypertension,SMQ020,Ever_Smoked,-0.4426474134039572,0.4426474134039572,0.7969956047848276,0.5987484098024841,6210,4.0
Non-Hispanic White,Has_Hypertension,SMQ040,Smoke_Freq,0.06979525822230317,0.06979525822230317,0.7969956047848276,0.5987484098024841,6210,14.0
Non-Hispanic White,Has_Hypertension,ALQ121,Alc_Freq,-0.0338258335960565,0.0338258335960565,0.7969956047848276,0.5987484098024841,6210,16.0
Non-Hispanic White,Has_Hypertension,ALQ130,Alc_Amt,-0.006219179941642147,0.006219179941642147,0.7969956047848276,0.5987484098024841,6210,22.0
Non-Hispanic White,Has_Hypertension,LBXGH,HbA1c,0.40995693266805705,0.40995693266805705,0.7969956047848276,0.5987484098024841,6210,5.0
Non-Hispanic White,Has_Hypertension,LBXTC,Cholesterol,-0.2021975435567012,0.2021975435567012,0.7969956047848276,0.5987484098024841,6210,8.0
Non-Hispanic White,Has_Hypertension,LBDHDD,HDL,0.08137782533584895,0.08137782533584895,0.7969956047848276,0.5987484098024841,6210,13.0
Non-Hispanic White,Has_Hypertension,BPXOSY1,Sys_BP,0.8267466918212906,0.8267466918212906,0.7969956047848276,0.5987484098024841,6210,1.0
Non-Hispanic White,Has_Hypertension,BPXODI1,Dia_BP,-0.2077924892162866,0.2077924892162866,0.7969956047848276,0.5987484098024841,6210,7.0
Other Hispanic,Has_Hypertension,RIAGENDR,Gender,0.16096316048401732,0.16096316048401732,0.8524495520644428,0.5818343248580415,1373,12.0
Other Hispanic,Has_Hypertension,INDFMPIR,Income_Ratio,-0.08900369479964172,0.08900369479964172,0.8524495520644428,0.5818343248580415,1373,15.0
Other Hispanic,Has_Hypertension,BMXBMI,BMI,0.6328726683449353,0.6328726683449353,0.8524495520644428,0.5818343248580415,1373,3.0
Other Hispanic,Has_Hypertension,PAD680,Mod_Activity,0.35750331317087647,0.35750331317087647,0.8524495520644428,0.5818343248580415,1373,6.0
Other Hispanic,Has_Hypertension,PAD800,Vig_Activity,0.06425238050371429,0.06425238050371429,0.8524495520644428,0.5818343248580415,1373,18.0
Other Hispanic,Has_Hypertension,DR1TKCAL,Calories,-0.4835649437676715,0.4835649437676715,0.8524495520644428,0.5818343248580415,1373,4.0
Other Hispanic,Has_Hypertension,DR1TSODI,Sodium,-0.026506098886765528,0.026506098886765528,0.8524495520644428,0.5818343248580415,1373,22.0
Other Hispanic,Has_Hypertension,DR1TCARB,Carbs,0.11620391582967247,0.11620391582967247,0.8524495520644428,0.5818343248580415,1373,13.0
Other Hispanic,Has_Hypertension,DR1TTFAT,Fat,-0.16409709056869312,0.16409709056869312,0.8524495520644428,0.5818343248580415,1373,11.0
Other Hispanic,Has_Hypertension,DR1TSFAT,Sat_Fat,0.20449841144625813,0.20449841144625813,0.8524495520644428,0.5818343248580415,1373,9.0
Other Hispanic,Has_Hypertension,DR1TSUGR,Sugar,-0.05327799624718925,0.05327799624718925,0.8524495520644428,0.5818343248580415,1373,19.0
Other Hispanic,Has_Hypertension,DR1TFIBE,Fiber,0.06634348294526612,0.06634348294526612,0.8524495520644428,0.5818343248580415,1373,16.0
Other Hispanic,Has_Hypertension,DR1TPROT,Protein,0.1830133154481787,0.1830133154481787,0.8524495520644428,0.5818343248580415,1373,10.0
Other Hispanic,Has_Hypertension,SMQ020,Ever_Smoked,-0.6849647456455954,0.6849647456455954,0.8524495520644428,0.5818343248580415,1373,2.0
Other Hispanic,Has_Hypertension,SMQ040,Smoke_Freq,0.11199664573277658,0.11199664573277658,0.8524495520644428,0.5818343248580415,1373,14.0
Other Hispanic,Has_Hypertension,ALQ121,Alc_Freq,-0.21660965136321297,0.21660965136321297,0.8524495520644428,0.5818343248580415,1373,8.0
Other Hispanic,Has_Hypertension,ALQ130,Alc_Amt,-0.35124505111916476,0.35124505111916476,0.8524495520644428,0.5818343248580415,1373,7.0
Other Hispanic,Has_Hypertension,LBXGH,HbA1c,0.40330129978134566,0.40330129978134566,0.8524495520644428,0.5818343248580415,1373,5.0
Other Hispanic,Has_Hypertension,LBXTC,Cholesterol,0.06623748750417975,0.06623748750417975,0.8524495520644428,0.5818343248580415,1373,17.0
Other Hispanic,Has_Hypertension,LBDHDD,HDL,0.03325385457516053,0.03325385457516053,0.8524495520644428,0.5818343248580415,1373,21.0
Other Hispanic,Has_Hypertension,BPXOSY1,Sys_BP,0.854946978567292,0.854946978567292,0.8524495520644428,0.5818343248580415,1373,1.0
Other Hispanic,Has_Hypertension,BPXODI1,Dia_BP,-0.03470547864123606,0.03470547864123606,0.8524495520644428,0.5818343248580415,1373,20.0
Other/Multi-racial,Has_Hypertension,RIAGENDR,Gender,0.14994010110792635,0.14994010110792635,0.8105163098558078,0.5307232274816617,946,17.0
Other/Multi-racial,Has_Hypertension,INDFMPIR,Income_Ratio,-0.15726051688812903,0.15726051688812903,0.8105163098558078,0.5307232274816617,946,16.0
Other/Multi-racial,Has_Hypertension,BMXBMI,BMI,0.7113269663240134,0.7113269663240134,0.8105163098558078,0.5307232274816617,946,2.0
Other/Multi-racial,Has_Hypertension,PAD680,Mod_Activity,0.023593745830678865,0.023593745830678865,0.8105163098558078,0.5307232274816617,946,21.0
Other/Multi-racial,Has_Hypertension,PAD800,Vig_Activity,0.16259401173251595,0.16259401173251595,0.8105163098558078,0.5307232274816617,946,15.0
Other/Multi-racial,Has_Hypertension,DR1TKCAL,Calories,0.21775973016444336,0.21775973016444336,0.8105163098558078,0.5307232274816617,946,14.0
Other/Multi-racial,Has_Hypertension,DR1TSODI,Sodium,0.268702254469945,0.268702254469945,0.8105163098558078,0.5307232274816617,946,11.0
Other/Multi-racial,Has_Hypertension,DR1TCARB,Carbs,-0.39322693637917516,0.39322693637917516,0.8105163098558078,0.5307232274816617,946,6.0
Other/Multi-racial,Has_Hypertension,DR1TTFAT,Fat,-0.4170781933888734,0.4170781933888734,0.8105163098558078,0.5307232274816617,946,5.0
Other/Multi-racial,Has_Hypertension,DR1TSFAT,Sat_Fat,0.29152537637757087,0.29152537637757087,0.8105163098558078,0.5307232274816617,946,8.0
Other/Multi-racial,Has_Hypertension,DR1TSUGR,Sugar,0.08604704785893062,0.08604704785893062,0.8105163098558078,0.5307232274816617,946,20.0
Other/Multi-racial,Has_Hypertension,DR1TFIBE,Fiber,0.27408952442907686,0.27408952442907686,0.8105163098558078,0.5307232274816617,946,10.0
Other/Multi-racial,Has_Hypertension,DR1TPROT,Protein,-0.23162008571600223,0.23162008571600223,0.8105163098558078,0.5307232274816617,946,13.0
Other/Multi-racial,Has_Hypertension,SMQ020,Ever_Smoked,0.45130979375496505,0.45130979375496505,0.8105163098558078,0.5307232274816617,946,4.0
Other/Multi-racial,Has_Hypertension,SMQ040,Smoke_Freq,-0.24852788267605666,0.24852788267605666,0.8105163098558078,0.5307232274816617,946,12.0
Other/Multi-racial,Has_Hypertension,ALQ121,Alc_Freq,-0.31352716910213513,0.31352716910213513,0.8105163098558078,0.5307232274816617,946,7.0
Other/Multi-racial,Has_Hypertension,ALQ130,Alc_Amt,-0.2796869423504591,0.2796869423504591,0.8105163098558078,0.5307232274816617,946,9.0
Other/Multi-racial,Has_Hypertension,LBXGH,HbA1c,0.5463863266826691,0.5463863266826691,0.8105163098558078,0.5307232274816617,946,3.0
Other/Multi-racial,Has_Hypertension,LBXTC,Cholesterol,0.09441754914769498,0.09441754914769498,0.8105163098558078,0.5307232274816617,946,19.0
Other/Multi-racial,Has_Hypertension,LBDHDD,HDL,-0.1055968388189842,0.1055968388189842,0.8105163098558078,0.5307232274816617,946,18.0
Other/Multi-racial,Has_Hypertension,BPXOSY1,Sys_BP,0.7871153571513243,0.7871153571513243,0.8105163098558078,0.5307232274816617,946,1.0
Other/Multi-racial,Has_Hypertension,BPXODI1,Dia_BP,-0.016494811558827323,0.016494811558827323,0.8105163098558078,0.5307232274816617,946,22.0
